Index,Variant,"Region, subregion, country or area *",Notes,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,"Total Population, as of 1 January (thousands)","Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)","Median Age, as of 1 July (years)","Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Change (thousands),Population Growth Rate (percentage),Population Annual Doubling Time (years),Births (thousands),Births by women aged 15 to 19 (thousands),"Crude Birth Rate (births per 1,000 population)",Total Fertility Rate (live births per woman),Net Reproduction Rate (surviving daughters per woman),Mean Age Childbearing (years),Sex Ratio at Birth (males per 100 female births),Total Deaths (thousands),Male Deaths (thousands),Female Deaths (thousands),"Crude Death Rate (deaths per 1,000 population)","Life Expectancy at Birth, both sexes (years)",Male Life Expectancy at Birth (years),Female Life Expectancy at Birth (years),"Life Expectancy at Age 15, both sexes (years)",Male Life Expectancy at Age 15 (years),Female Life Expectancy at Age 15 (years),"Life Expectancy at Age 65, both sexes (years)",Male Life Expectancy at Age 65 (years),Female Life Expectancy at Age 65 (years),"Life Expectancy at Age 80, both sexes (years)",Male Life Expectancy at Age 80 (years),Female Life Expectancy at Age 80 (years),"Infant Deaths, under age 1 (thousands)","Infant Mortality Rate (infant deaths per 1,000 live births)",Live Births Surviving to Age 1 (thousands),"Under-Five Deaths, under age 5 (thousands)","Under-Five Mortality (deaths under age 5 per 1,000 live births)","Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)","Male Mortality before Age 40 (deaths under age 40 per 1,000 male live births)","Female Mortality before Age 40 (deaths under age 40 per 1,000 female live births)","Mortality before Age 60, both sexes (deaths under age 60 per 1,000 live births)","Male Mortality before Age 60 (deaths under age 60 per 1,000 male live births)","Female Mortality before Age 60 (deaths under age 60 per 1,000 female live births)","Mortality between Age 15 and 50, both sexes (deaths under age 50 per 1,000 alive at age 15)","Male Mortality between Age 15 and 50 (deaths under age 50 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 50 (deaths under age 50 per 1,000 females alive at age 15)","Mortality between Age 15 and 60, both sexes (deaths under age 60 per 1,000 alive at age 15)","Male Mortality between Age 15 and 60 (deaths under age 60 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 60 (deaths under age 60 per 1,000 females alive at age 15)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)"
3027,Estimates,United Republic of Tanzania,3,834,TZA,TZ,834.0,Country/Area,910,2020.0,60771.966,61704.518,30475.454,31229.064,69.659,97.587,16.686,1880.907,30.472,1865.104,3.023,22.929,2262.3,416.258,36.651,4.795,2.19,28.796,103,381.393,205.574,175.82,6.179,66.408,64.373,68.542,55.216,53.261,57.26,13.532,12.241,14.837,6.343,5.354,7.156,79.688,35.307,2194.167,106.12,47.604,105.429,114.804,96.519,261.48,291.666,231.065,108.31,122.4,94.135,217.771,247.468,188.043,-15.795,-0.256
3099,Estimates,Zambia,,894,ZMB,ZM,894.0,Country/Area,910,2020.0,18654.918,18927.715,9338.613,9589.102,25.461,97.388,16.763,536.588,28.351,545.594,2.883,24.043,661.531,124.627,34.953,4.379,1.976,28.547,101.1,124.943,67.851,57.092,6.602,62.38,59.643,65.043,52.093,49.536,54.535,12.242,11.125,13.058,5.37,4.742,5.769,28.125,42.607,638.202,39.865,61.052,144.828,165.107,124.25,330.938,385.518,276.916,152.301,184.318,119.983,278.495,333.068,225.21,9.015,0.476
3171,Estimates,Zimbabwe,,716,ZWE,ZW,716.0,Country/Area,910,2020.0,15505.226,15669.666,7385.22,8284.447,40.506,89.146,17.866,358.842,22.877,328.88,2.099,33.023,486.393,88.099,31.009,3.545,1.591,27.916,102.4,127.551,66.267,61.284,8.132,61.124,58.129,63.862,50.069,47.129,52.707,13.099,11.706,14.251,6.572,5.639,7.245,17.903,36.81,471.214,25.293,52.257,161.991,183.464,143.572,389.982,451.951,336.489,204.875,245.32,170.986,349.046,412.647,295.007,-29.955,-1.91
3243,Estimates,Middle Africa,,911,,,17.0,Subregion,903,2020.0,181717.165,184569.895,91790.856,92779.039,28.438,98.935,16.026,5728.176,31.026,5705.46,3.091,22.425,7436.618,1149.316,40.28,5.674,2.415,29.39,102.6,1708.442,914.772,793.67,9.254,59.695,57.7,61.744,51.305,49.57,53.064,12.394,11.683,13.037,5.437,5.066,5.724,400.276,54.044,7117.314,584.457,80.474,193.144,210.468,175.475,365.3,402.07,327.875,171.639,192.754,150.416,291.451,327.193,255.628,-22.713,-0.123
3315,Estimates,Angola,,24,AGO,AO,24.0,Country/Area,911,2020.0,32898.997,33428.486,16517.497,16910.989,26.814,97.673,16.149,1051.421,31.45,1058.978,3.168,21.88,1312.91,240.661,39.271,5.371,2.374,28.885,102.7,261.489,143.098,118.39,7.821,62.261,59.584,64.982,52.805,50.38,55.232,12.707,11.743,13.532,5.674,5.218,5.995,64.855,49.582,1260.616,91.903,71.374,156.252,178.07,134.246,324.963,376.54,273.394,145.267,176.212,114.893,262.625,313.481,212.645,7.557,0.226
3387,Estimates,Cameroon,,120,CMR,CM,120.0,Country/Area,911,2020.0,26137.129,26491.087,13210.626,13280.46,56.842,99.474,17.389,717.811,27.088,707.915,2.672,25.941,940.891,155.862,35.507,4.543,1.99,28.418,103.1,223.08,118.97,104.109,8.419,60.833,59.081,62.633,51.333,49.889,52.799,12.289,11.743,12.78,5.551,5.347,5.715,46.92,49.924,903.212,67.221,72.229,166.508,181.525,151.222,357.716,391.449,323.069,166.547,184.299,148.616,297.393,329.202,265.145,-9.889,-0.373
3459,Estimates,Central African Republic,,140,CAF,CF,140.0,Country/Area,911,2020.0,5272.026,5343.02,2672.08,2670.94,8.577,100.043,14.682,166.78,31.134,141.988,2.658,26.078,225.927,52.193,42.175,5.985,2.456,28.841,103.2,59.147,32.051,27.097,11.041,54.604,52.582,56.757,46.854,45.041,48.779,11.58,10.673,12.61,5.717,5.06,6.361,16.223,72.42,214.105,22.592,102.986,243.633,260.532,226.161,478.847,519.754,439.623,249.726,274.327,224.934,406.685,448.54,367.44,-24.803,-4.63
3531,Estimates,Chad,,148,TCD,TD,148.0,Country/Area,911,2020.0,16379.185,16644.701,8355.035,8289.666,13.218,100.789,14.936,522.009,31.363,531.033,3.191,21.722,729.836,123.711,43.849,6.346,2.436,29.359,104.2,207.827,110.132,97.696,12.486,52.777,51.218,54.396,47.023,45.607,48.474,11.205,10.633,11.732,4.796,4.431,5.098,50.936,70.164,691.134,77.894,110.039,287.637,301.987,272.814,475.46,505.801,444.266,244.459,263.819,224.787,376.872,408.621,344.715,9.016,0.542
3603,Estimates,Congo,,178,COG,CG,178.0,Country/Area,911,2020.0,5635.288,5702.174,2847.552,2854.622,16.697,99.752,18.085,138.24,24.232,133.772,2.346,29.546,177.736,29.744,31.155,4.234,1.924,28.85,102.6,39.496,20.904,18.592,6.923,63.785,62.212,65.397,52.209,50.727,53.719,12.266,11.393,13.075,5.461,5.094,5.736,5.788,32.591,172.741,7.833,44.285,123.765,131.332,116.099,314.801,342.772,286.597,148.304,160.75,135.777,276.721,304.313,249.061,-4.465,-0.783
3675,Estimates,Democratic Republic of the Congo,,180,COD,CD,180.0,Country/Area,911,2020.0,91331.95,92853.164,46065.978,46787.187,40.958,98.459,15.598,3044.077,32.774,3042.429,3.277,21.152,3929.87,527.519,42.311,6.206,2.625,29.936,102.2,885.793,471.739,414.053,9.537,59.739,57.818,61.7,51.624,49.988,53.268,12.509,11.839,13.113,5.37,4.977,5.674,210.651,53.853,3759.997,310.464,81.283,198.771,216.249,180.998,358.835,392.672,324.507,168.717,187.893,149.552,280.924,313.209,248.709,-1.643,-0.018
3747,Estimates,Equatorial Guinea,,226,GNQ,GQ,226.0,Country/Area,911,2020.0,1578.373,1596.049,844.153,751.896,56.9,112.27,20.974,35.351,22.148,35.351,2.215,31.293,49.758,8.957,31.174,4.346,1.902,28.081,103.2,14.407,8.08,6.327,9.026,60.708,58.812,62.943,51.575,49.97,53.519,11.867,11.115,12.574,5.115,4.787,5.377,2.91,58.508,47.511,3.872,78.26,163.09,178.117,145.642,350.172,384.942,306.509,154.964,172.579,131.03,285.219,318.217,243.056,0,0
3819,Estimates,Gabon,,266,GAB,GA,266.0,Country/Area,911,2020.0,2267.995,2292.573,1168.822,1123.751,8.897,104.011,21.559,47.639,20.786,49.156,2.144,32.33,63.472,9.674,27.695,3.548,1.645,28.501,102.1,15.833,9.022,6.811,6.909,66.531,64.258,69.116,54.788,52.674,57.207,13.541,12.661,14.431,6.248,5.943,6.525,1.914,30.138,61.806,2.58,40.643,103.968,119.203,87.502,265.841,308.171,217.727,117.01,139.68,91.456,228.702,270.109,181.631,1.514,0.661
3891,Estimates,Sao Tome and Principe,,678,STP,ST,678.0,Country/Area,911,2020.0,216.222,218.641,109.112,109.528,227.751,99.62,18.186,4.842,22.141,4.838,2.213,31.322,6.218,0.995,28.435,3.893,1.836,28.739,102.7,1.376,0.779,0.598,6.294,67.785,65.16,70.878,54.149,51.543,57.224,13.107,11.501,14.807,5.951,5.155,6.528,0.078,12.621,6.149,0.094,15.218,79.075,88.487,69.614,253.862,299.117,203.987,119.51,139.786,97.811,238.127,283.596,188.073,0,0
3963,Estimates,Northern Africa,,912,,,15.0,Subregion,903,2020.0,249216.141,251417.771,126864.664,124553.106,32.71,101.856,24.412,4457.695,17.73,4403.259,1.751,39.586,5963.121,458.833,23.717,3.112,1.458,29.154,104.8,1505.426,833.349,672.077,5.987,71.212,68.957,73.594,58.65,56.532,60.876,14.165,12.961,15.312,6.053,5.431,6.538,134.944,22.619,5846.02,173.208,28.941,60.296,69.173,50.973,166.855,200.224,132.255,57.818,70.58,44.463,137.496,169.409,104.647,-54.429,-0.216
4035,Estimates,Algeria,,12,DZA,DZ,12.0,Country/Area,912,2020.0,43090.987,43451.666,22132.899,21318.767,18.244,103.819,27.605,740.156,17.033,721.358,1.66,41.756,974.703,17.769,22.431,2.942,1.389,31.384,104.6,234.547,126.926,107.621,5.398,74.453,73.082,75.912,61.396,60.093,62.781,15.605,14.84,16.375,6.285,5.908,6.632,18.733,19.175,958.076,22.273,22.69,45.565,49.695,41.213,122.258,139.199,104.271,44.527,50.769,37.932,98.822,114.976,81.699,-18.797,-0.433
4107,Estimates,Egypt,,818,EGY,EG,818.0,Country/Area,912,2020.0,106538.719,107465.134,54357.401,53107.732,107.956,102.353,23.81,1848.355,17.2,1852.83,1.724,40.206,2477.081,212.199,23.051,2.96,1.408,27.727,105.3,628.726,339.187,289.539,5.851,70.99,68.667,73.39,57.493,55.222,59.83,12.922,11.617,14.036,5.577,4.892,6,40.76,16.447,2441.066,48.501,19.491,37.07,42.755,31.067,164.511,204.211,122.528,47.738,60.933,33.692,146.517,185.848,105.044,4.476,0.042
4179,Estimates,Libya,,434,LBY,LY,434.0,Country/Area,912,2020.0,6612.028,6653.942,3369.959,3283.983,3.97,102.618,26.055,84.529,12.704,83.828,1.26,55.012,121.777,2.115,18.302,2.507,1.184,31.872,105.7,37.248,21.468,15.779,5.598,72.472,69.867,75.348,58.569,56,61.402,14.832,13.276,16.423,6.534,5.768,7.192,1.209,9.917,120.726,1.501,12.222,49.432,59.934,38.323,167.862,203.172,130.915,71.461,88.226,53.737,154.801,189.773,118.301,-0.696,-0.105
4251,Estimates,Morocco,,504,MAR,MA,504.0,Country/Area,912,2020.0,36488.843,36688.772,18474.956,18213.816,82.207,101.434,28.354,433.667,11.816,399.857,1.09,63.591,656.572,38.887,17.889,2.353,1.119,30.284,104.7,222.905,127.299,95.606,6.073,73.92,71.757,76.308,60.502,58.463,62.753,14.921,13.489,16.424,6.339,5.546,7.032,10.512,15.989,647.003,12.288,18.608,38.441,42.812,33.897,126.89,150.878,102.294,41.084,47.046,35.027,107.767,130.197,84.929,-33.807,-0.921
4323,Estimates,Sudan,,729,SDN,SD,729.0,Country/Area,912,2020.0,43828.068,44440.486,22209.433,22231.053,25.178,99.903,18.305,1224.747,27.556,1224.836,2.756,25.15,1521.188,184.439,34.226,4.542,2.027,29.644,104.1,296.441,166.33,130.11,6.67,65.614,63.106,68.208,55.475,53.327,57.655,13.755,12.9,14.623,5.877,5.412,6.292,60.619,39.911,1470.023,84.937,56.643,134.731,156.423,111.848,262.219,304.446,221.229,116.621,139.712,92.73,205.233,244.205,168.518,0.086,0.002
4395,Estimates,Tunisia,,788,TUN,TN,788.0,Country/Area,912,2020.0,12106.251,12161.723,6012.828,6148.895,78.246,97.787,31.428,120.132,9.876,110.944,0.912,76.003,202.268,2.748,16.628,2.114,1.003,30.993,105.5,82.136,50.069,32.067,6.752,75.292,71.837,79.279,61.77,58.382,65.678,16.119,13.838,18.669,6.87,5.701,7.946,2.859,14.089,199.762,3.408,16.638,42.419,53.455,31.465,115.175,151.529,78.597,45.674,62.527,29.097,97.32,132.71,61.947,-9.189,-0.755
4467,Estimates,Western Sahara,,732,ESH,EH,732.0,Country/Area,912,2020.0,551.245,556.048,307.187,248.862,2.09,123.437,30.537,6.108,11.019,9.606,1.728,40.113,9.53,0.676,17.194,2.34,1.089,30.099,105.1,3.422,2.073,1.35,6.175,70.522,68.934,72.544,58.129,56.799,59.879,14.046,13.292,14.924,5.854,5.585,6.16,0.252,26.417,9.308,0.302,31.618,67.983,76.21,58.636,181.488,203.263,151.72,67.677,74.957,57.628,150.45,169.244,123.763,3.498,6.311
4539,Estimates,Southern Africa,,913,,,18.0,Subregion,903,2020.0,66870.587,67272.182,32737.253,34534.928,25.304,94.795,26.305,781.17,11.617,803.189,1.194,58.053,1414.244,169.549,21.031,2.48,1.142,27.754,103.8,633.074,318.059,315.015,9.414,64.667,61.574,67.441,52.173,49.161,54.825,14.053,12.177,15.262,7.714,6.614,8.266,34.548,24.348,1384.285,46.341,32.713,125.183,143.413,106.195,334.995,387.406,285.765,173.34,200.881,145.139,308.344,360.704,259.717,21.98,0.327
4611,Estimates,Botswana,,72,BWA,BW,72.0,Country/Area,913,2020.0,2523.541,2546.402,1256.708,1289.694,4.493,97.442,23.329,43.893,17.245,45.722,1.796,38.594,61.583,5.89,24.195,2.836,1.298,28.483,103.2,17.69,9.388,8.301,6.95,65.647,63.142,68.051,54.245,51.822,56.539,13.523,12.316,14.477,6.559,5.798,7.084,2.109,34.173,59.78,2.808,45.502,110.454,123.402,97.331,285.931,332.396,241.49,125.532,149.123,102.146,245.521,292.178,201.368,1.816,0.713
4683,Estimates,Eswatini,,748,SWZ,SZ,748.0,Country/Area,913,2020.0,1174.222,1180.655,585.916,594.739,67.998,98.516,21.271,17.759,15.012,12.866,1.09,63.591,29.12,4.28,24.615,2.89,1.302,28.037,102.9,11.361,6.412,4.948,9.603,59.692,56.026,63.678,48.178,44.523,52.136,12.542,11.207,13.543,6.107,5.666,6.425,1.046,35.83,28.232,1.408,48.063,169.705,200.792,135.944,430.803,516.079,338.219,238.194,296.255,171.524,396.294,484.633,300.993,-4.897,-4.139
4755,Estimates,Lesotho,,426,LSO,LS,426.0,Country/Area,913,2020.0,2239.604,2254.1,1112.185,1141.915,74.246,97.396,21.927,30.486,13.52,28.992,1.286,53.899,59.478,10.28,26.378,3.049,1.294,27.9,102.7,28.992,15.33,13.662,12.858,54.693,51.962,57.537,45.779,43.303,48.328,11.975,10.537,13.084,6.437,5.428,7.067,4.123,69.092,56.46,5.319,89.196,235.257,260.957,207.962,506.889,560.256,450.902,277.753,314.728,236.887,449.924,504.362,393.666,-1.49,-0.661
4827,Estimates,Namibia,,516,NAM,,516.0,Country/Area,913,2020.0,2467.077,2489.098,1201.66,1287.438,3.023,93.337,21.232,48.332,19.401,44.042,1.769,39.183,69.444,7.895,27.876,3.349,1.538,29.156,101.1,21.112,11.512,9.6,8.475,62.829,59.058,66.606,50.874,47.071,54.662,13.652,11.466,15.353,7.157,5.556,8.075,1.991,28.655,67.701,2.755,39.752,140.035,163.743,116.864,370.737,444.729,298.311,194.607,242.162,147.828,339.073,415.244,264.932,-4.301,-1.726
4899,Estimates,South Africa,,710,ZAF,ZA,710.0,Country/Area,913,2020.0,58466.143,58801.927,28580.784,30221.143,48.166,94.572,26.91,640.705,10.901,671.567,1.142,60.696,1194.619,141.204,20.326,2.401,1.111,27.656,104.1,553.914,275.417,278.497,9.425,65.252,62.178,67.964,52.442,49.452,55.031,14.166,12.271,15.364,7.817,6.732,8.351,25.279,21.086,1172.109,34.048,28.455,119.034,136.749,100.542,326.618,377.543,279.227,169.559,195.39,143.141,303.247,353.927,256.616,30.852,0.525
4971,Estimates,Western Africa,,914,,,11.0,Subregion,903,2020.0,402908.941,408124.919,205215.994,202908.924,67.307,101.137,17.08,10503.013,25.728,10431.955,2.556,27.118,14886.702,2257.669,36.467,5.046,2.031,29.325,103.8,4383.689,2263.583,2120.106,10.739,56.765,55.828,57.713,49.708,48.855,50.562,11.795,11.326,12.237,5.013,4.71,5.277,926.994,62.456,14175.369,1393.723,95.255,233.257,237.575,228.848,406.808,424.386,389.216,197.025,203.782,190.198,318.853,336.943,300.888,-71.122,-0.174
5043,Estimates,Benin,,204,BEN,BJ,204.0,Country/Area,914,2020.0,12466.819,12643.123,6330.776,6312.347,112.124,100.292,17.407,350.878,27.75,352.608,2.789,24.853,469.278,60.232,37.114,5.048,2.109,29.173,104.1,118.4,61.543,56.856,9.364,60.088,58.693,61.485,52.295,51.123,53.441,12.761,12.181,13.258,5.48,5.11,5.757,26.436,56.479,448.204,39.651,86.027,197.267,207.734,186.451,349.489,372.416,326.414,159.969,170.948,148.978,267.449,288.981,246.154,1.732,0.137
5115,Estimates,Burkina Faso,,854,BFA,BF,854.0,Country/Area,914,2020.0,21231.893,21522.626,10718.602,10804.024,78.665,99.209,16.463,587.121,27.272,581.466,2.702,25.653,776.842,128.286,36.085,4.869,2.054,28.924,104.2,189.721,98.692,91.029,8.813,59.731,57.787,61.598,51.464,49.639,53.171,11.55,10.772,12.138,4.45,4.13,4.651,39.425,50.843,744.797,65.671,85.639,187.751,200.033,175.149,347.285,387.763,308.287,155.997,175.885,136.419,270.258,311.696,231.071,-5.665,-0.263
5187,Estimates,Cabo Verde,,132,CPV,CV,132.0,Country/Area,914,2020.0,579.933,582.64,289.745,292.895,144.576,98.925,26.035,6.688,11.466,5.414,0.929,74.612,10.008,1.463,17.158,1.908,0.92,27.621,103.3,3.32,1.787,1.533,5.692,74.808,70.333,79.16,61.05,56.615,65.342,16.48,13.664,18.568,6.867,5.288,7.818,0.12,11.997,9.903,0.143,14.175,40.546,51.652,28.451,146.525,207.049,83.513,58.665,84.408,30.175,131.97,192.178,69.487,-1.274,-2.184
5259,Estimates,Côte d'Ivoire,,384,CIV,CI,384.0,Country/Area,914,2020.0,26477.574,26811.79,13547.621,13264.169,84.314,102.137,17.455,680.728,25.38,668.433,2.493,27.804,917.205,156.106,34.197,4.472,1.929,28.925,103,236.477,127.97,108.507,8.817,59.032,57.86,60.351,49.721,49.06,50.517,12.281,11.518,13.221,6.006,5.355,6.686,53.275,58.23,875.926,70.53,77.732,185.477,193.318,177.534,402.59,414.642,389.877,196.879,197.281,196.379,342.931,349.567,335.791,-12.301,-0.459
5331,Estimates,Gambia,,270,GMB,GM,270.0,Country/Area,914,2020.0,2541.049,2573.995,1280.033,1293.962,254.347,98.924,16.652,67.849,26.346,65.892,2.56,27.076,86.835,8.916,33.719,4.777,2.085,30.429,103.2,18.986,10.093,8.893,7.373,62.612,61.023,64.235,52.308,50.929,53.697,12.597,11.984,13.207,5.374,5.016,5.693,2.726,31.427,84.469,4.254,49.457,159.59,171.833,147.158,319.863,348.078,292.494,156.352,170.666,142.57,265.557,292.306,240.112,-1.96,-0.761
5403,Estimates,Ghana,,288,GHA,GH,288.0,Country/Area,914,2020.0,31849.246,32180.401,16051.315,16129.086,141.427,99.518,20.226,662.605,20.59,662.311,2.058,33.681,902.298,105.391,28.038,3.623,1.606,29.598,103.8,239.693,130.463,109.23,7.448,64.114,61.9,66.385,53.462,51.542,55.398,13.233,12.447,13.974,5.702,5.263,6.056,29.812,33.046,876.581,40.235,44.732,149.39,168.766,129.226,295.838,334.247,257.673,145.814,167.053,123.929,245.169,281.151,210.16,-0.297,-0.009
5475,Estimates,Guinea,,324,GIN,GN,324.0,Country/Area,914,2020.0,13041.586,13205.153,6518.034,6687.118,53.741,97.472,17.576,331.503,25.097,327.133,2.477,27.983,461.563,82.871,34.944,4.489,1.848,28.94,104.5,130.06,65.245,64.815,9.847,59.327,58.113,60.449,52.172,51.151,53.065,12.691,12.156,13.107,5.447,5.102,5.708,30.37,65.955,438.187,43.674,95.694,206.378,214.603,197.958,358.815,378.489,340.843,160.991,169.533,153.106,269.913,288.494,253.585,-4.364,-0.33
5547,Estimates,Guinea-Bissau,,624,GNB,GW,624.0,Country/Area,914,2020.0,1993.303,2015.828,994.606,1021.222,71.687,97.394,18.087,46.448,23.031,45.05,2.235,31.013,63.738,9.679,31.605,4.094,1.767,29.567,104.1,17.29,9.166,8.124,8.574,59.999,57.612,62.265,50.796,48.677,52.733,11.826,11.018,12.475,5.201,4.877,5.469,3.345,52.528,61.083,4.862,76.748,173.615,192.424,154.288,368.251,417.282,323.2,171.617,199.109,144.774,304.795,353.359,261.521,-1.394,-0.691
5619,Estimates,Liberia,,430,LBR,LR,430.0,Country/Area,914,2020.0,5034.191,5087.584,2531.454,2556.131,52.82,99.035,17.796,116.908,22.955,106.787,2.099,33.023,161.486,35.143,31.708,4.174,1.815,28.508,103.9,44.578,23.073,21.505,8.753,60.948,59.528,62.355,51.803,50.733,52.834,12.001,11.547,12.376,5.254,5.062,5.418,9.62,59.596,154.094,12.546,78.057,161.495,173.406,149.416,345.823,371.344,320.204,151.252,162.804,140.017,280.882,303.559,258.52,-10.119,-1.987
5691,Estimates,Mali,,466,MLI,ML,466.0,Country/Area,914,2020.0,20886.781,21224.04,10718.339,10505.701,17.394,102.024,14.995,689.493,32.466,674.518,3.178,21.811,891.864,174.375,41.995,6.035,2.524,28.946,103.3,202.371,106.288,96.083,9.529,58.633,57.385,59.94,50.661,49.547,51.824,11.149,10.684,11.581,4.245,4.04,4.421,50.695,57.103,851.461,79.625,91.554,197.581,204.599,190.32,365.136,391.916,336.967,165.087,177.009,152.602,285.6,312.723,257.229,-14.978,-0.705
5763,Estimates,Mauritania,,478,MRT,MR,478.0,Country/Area,914,2020.0,4440.933,4498.604,2202.418,2296.186,4.365,95.916,17.436,116.828,25.961,115.341,2.564,27.034,150.426,19.35,33.427,4.455,2.001,29.931,103.3,33.598,18.089,15.509,7.466,64.532,62.781,66.335,54.418,52.896,55.97,11.931,11.172,12.72,4.901,4.549,5.247,6.978,46.515,144.73,9.343,62.947,117.34,129.187,105.799,263.049,292.346,234.996,97.478,109.487,86.483,205.532,232.762,180.01,-1.494,-0.332
5835,Estimates,Niger,,562,NER,NE,562.0,Country/Area,914,2020.0,23881.69,24333.639,12342.37,11991.269,19.21,102.928,14.444,908.3,37.307,903.897,3.715,18.658,1109.922,222.097,45.588,6.892,2.953,29.125,104,201.622,104.108,97.514,8.281,61.451,60.472,62.454,52.449,51.538,53.379,11.561,11.048,12.007,4.399,4.149,4.582,47.782,43.276,1069.907,83.089,77.835,159.98,160.721,159.225,317.719,338.385,295.962,134.153,139.169,128.864,248.353,269.44,226.218,-4.403,-0.181
5907,Estimates,Nigeria,,566,NGA,NG,566.0,Country/Area,914,2020.0,205780.595,208327.405,105243.174,103084.231,228.738,102.094,16.935,5098.441,24.47,5093.619,2.445,28.35,7806.449,1114.563,37.467,5.309,2.005,29.51,103.8,2708.008,1382.264,1325.744,12.997,52.887,52.456,53.323,47.451,47.025,47.883,11.395,11.108,11.674,4.857,4.629,5.072,580.851,74.658,7373.502,875.388,114.17,288.999,288.404,289.651,469.796,478.548,461.017,239.144,240.83,237.432,367.152,377.226,357.014,-4.824,-0.023
5979,Estimates,Saint Helena,4,654,SHN,SH,654.0,Country/Area,914,2020.0,5.436,5.42,2.751,2.67,13.899,103.015,49.315,-0.039,-7.292,-0.031,-0.572,...,0.043,0.001,7.853,1.649,0.788,29.989,105.4,0.082,0.051,0.031,15.145,76.867,74.044,80.718,63.084,60.435,66.743,16.675,14.821,19.327,7.431,6.223,8.62,0.001,11.904,0.043,0.001,13.783,30.176,36.617,23.586,95.616,123.572,66.222,31.772,40.243,23.728,80.982,106.717,54.117,0.014,2.586
6051,Estimates,Senegal,,686,SEN,SN,686.0,Country/Area,914,2020.0,16215.467,16436.12,8076.926,8359.194,85.369,96.623,17.649,451.387,27.45,441.306,2.685,25.816,543.219,58.599,33.034,4.454,2.058,30.145,103.1,91.832,48.867,42.965,5.584,68.006,65.587,70.271,56.244,54.053,58.238,13.01,11.986,13.849,4.963,4.538,5.275,13.648,25.165,531.119,20.387,38.093,90.395,102.881,77.916,215.523,258.969,175.99,87.784,106.295,70.696,176.694,218.124,139.93,-10.09,-0.614
6123,Estimates,Sierra Leone,,694,SLE,SL,694.0,Country/Area,914,2020.0,8140.209,8233.97,4124.768,4109.203,114.775,100.379,18.627,186.23,22.618,187.523,2.278,30.428,262.77,46.29,31.914,4.08,1.724,28.757,103.3,76.54,39.765,36.775,9.296,59.763,58.404,61.116,52.525,51.377,53.654,11.605,10.935,12.2,4.884,4.541,5.153,19.523,74.29,248.795,26.957,103.255,179.191,187.451,170.863,338.362,360.666,316.129,129.7,136.516,122.815,249.468,270.279,228.946,1.292,0.157
6195,Estimates,Togo,,768,TGO,TG,768.0,Country/Area,914,2020.0,8342.236,8442.58,4243.063,4199.517,155.223,101.037,18.534,201.68,23.885,200.688,2.377,29.161,272.757,34.307,32.302,4.323,1.841,29.082,102.8,71.077,36.085,34.992,8.417,61.035,60.486,61.576,51.604,51.146,52.047,11.944,11.691,12.177,4.598,4.516,4.667,12.387,45.49,262.499,17.362,64.392,179.281,176.875,181.748,333.448,347.077,320.005,163.179,164.223,162.22,269.325,282.978,255.948,-0.995,-0.118
6267,Estimates,ASIA,,935,,,142.0,Region,1840,2020.0,4647857.977,4664324.075,2375345.664,2288978.411,148.718,103.773,30.832,35024.274,7.509,32932.196,0.706,98.179,68800.003,4484.021,14.75,1.984,0.917,28.113,107.8,33775.729,18739.913,15035.816,7.241,73.742,71.257,76.398,61.11,58.649,63.731,16.679,15.076,18.221,7.885,6.891,8.651,1565.535,22.624,67459.532,1922.837,27.428,59.6,66.75,51.867,156.261,185.606,125.063,58.702,71.86,44.636,128.466,157.503,97.712,-2092.203,-0.449
6339,Estimates,Central Asia,,5500,,,143.0,Subregion,935,2020.0,74124.033,74724.418,36944.327,37780.092,19.014,97.788,26.138,1274.782,17.047,1200.771,1.607,43.133,1822.579,69.135,24.373,3.032,1.427,27.689,107.2,547.797,296.427,251.37,7.326,69.773,66.617,72.921,56.189,53.154,59.185,12.805,11.152,14.144,5.512,4.676,6.003,28.974,15.945,1797.239,32.92,18.224,51.161,63.168,38.815,197.078,254.366,140.578,77.023,101.989,52.266,180.443,236.76,125.416,-74.008,-0.99
6411,Estimates,Kazakhstan,,398,KAZ,KZ,398.0,Country/Area,5500,2020.0,18861.057,18979.243,9120.059,9859.184,7.03,92.503,29.497,248.803,13.099,236.372,1.245,55.674,427.805,13.801,22.523,3.14,1.494,28.729,106.6,179.002,96.151,82.851,9.424,70.03,65.747,74.18,55.86,51.657,59.901,13.122,10.873,14.743,5.971,4.8,6.58,3.808,8.968,424.472,4.232,10.033,47.074,65.023,29.082,206.223,287.411,128.132,88.537,127.542,50.457,196.522,277.164,119.468,-12.432,-0.655
